,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
291,lp001938,male,yes,2,graduate,no,4400.0,0.0,127.0,360.0,0.0,semiurban,n
292,lp001940,male,yes,2,graduate,no,3153.0,1560.0,134.0,360.0,1.0,urban,y
293,lp001945,female,no,0,graduate,no,5417.0,0.0,143.0,480.0,0.0,urban,n
294,lp001947,male,yes,0,graduate,no,2383.0,3334.0,172.0,360.0,1.0,semiurban,y
295,lp001949,male,yes,3+,graduate,no,4416.0,1250.0,110.0,360.0,1.0,urban,y
296,lp001953,male,yes,1,graduate,no,6875.0,0.0,200.0,360.0,1.0,semiurban,y
297,lp001954,female,yes,1,graduate,no,4666.0,0.0,135.0,360.0,1.0,urban,y
298,lp001955,female,no,0,graduate,no,5000.0,2541.0,151.0,480.0,1.0,rural,n
299,lp001963,male,yes,1,graduate,no,2014.0,2925.0,113.0,360.0,1.0,urban,n
300,lp001964,male,yes,0,not graduate,no,1800.0,2934.0,93.0,360.0,0.0,urban,n
301,lp001972,male,yes,0,not graduate,no,2875.0,1750.0,105.0,360.0,1.0,semiurban,y
302,lp001974,female,no,0,graduate,no,5000.0,0.0,132.0,360.0,1.0,rural,y
303,lp001977,male,yes,1,graduate,no,1625.0,1803.0,96.0,360.0,1.0,urban,y
304,lp001978,male,no,0,graduate,no,4000.0,2500.0,140.0,360.0,1.0,rural,y
305,lp001990,male,no,0,not graduate,no,2000.0,0.0,128.0,360.0,1.0,urban,n
306,lp001993,female,no,0,graduate,no,3762.0,1666.0,135.0,360.0,1.0,rural,y
307,lp001994,female,no,0,graduate,no,2400.0,1863.0,104.0,360.0,0.0,urban,n
308,lp001996,male,no,0,graduate,no,20233.0,0.0,480.0,360.0,1.0,rural,n
309,lp001998,male,yes,2,not graduate,no,7667.0,0.0,185.0,360.0,1.0,rural,y
310,lp002002,female,no,0,graduate,no,2917.0,0.0,84.0,360.0,1.0,semiurban,y
311,lp002004,male,no,0,not graduate,no,2927.0,2405.0,111.0,360.0,1.0,semiurban,y
312,lp002006,female,no,0,graduate,no,2507.0,0.0,56.0,360.0,1.0,rural,y
313,lp002008,male,yes,2,graduate,yes,5746.0,0.0,144.0,84.0,1.0,rural,y
314,lp002024,male,yes,0,graduate,no,2473.0,1843.0,159.0,360.0,1.0,rural,n
315,lp002031,male,yes,1,not graduate,no,3399.0,1640.0,111.0,180.0,1.0,urban,y
316,lp002035,male,yes,2,graduate,no,3717.0,0.0,120.0,360.0,1.0,semiurban,y
317,lp002036,male,yes,0,graduate,no,2058.0,2134.0,88.0,360.0,1.0,urban,y
318,lp002043,female,no,1,graduate,no,3541.0,0.0,112.0,360.0,1.0,semiurban,y
319,lp002050,male,yes,1,graduate,yes,10000.0,0.0,155.0,360.0,1.0,rural,n
320,lp002051,male,yes,0,graduate,no,2400.0,2167.0,115.0,360.0,1.0,semiurban,y
321,lp002053,male,yes,3+,graduate,no,4342.0,189.0,124.0,360.0,1.0,semiurban,y
322,lp002054,male,yes,2,not graduate,no,3601.0,1590.0,128.0,360.0,1.0,rural,y
323,lp002055,female,no,0,graduate,no,3166.0,2985.0,132.0,360.0,1.0,rural,y
324,lp002065,male,yes,3+,graduate,no,15000.0,0.0,300.0,360.0,1.0,rural,y
325,lp002067,male,yes,1,graduate,yes,8666.0,4983.0,376.0,360.0,0.0,rural,n
326,lp002068,male,no,0,graduate,no,4917.0,0.0,130.0,360.0,0.0,rural,y
327,lp002082,male,yes,0,graduate,yes,5818.0,2160.0,184.0,360.0,1.0,semiurban,y
328,lp002086,female,yes,0,graduate,no,4333.0,2451.0,110.0,360.0,1.0,urban,n
329,lp002087,female,no,0,graduate,no,2500.0,0.0,67.0,360.0,1.0,urban,y
330,lp002097,male,no,1,graduate,no,4384.0,1793.0,117.0,360.0,1.0,urban,y
331,lp002098,male,no,0,graduate,no,2935.0,0.0,98.0,360.0,1.0,semiurban,y
332,lp002100,male,no,0,graduate,no,2833.0,0.0,71.0,360.0,1.0,urban,y
333,lp002101,male,yes,0,graduate,no,32540.410000000047,0.0,490.0,180.0,1.0,urban,y
334,lp002103,male,yes,1,graduate,yes,9833.0,1833.0,182.0,180.0,1.0,urban,y
335,lp002106,male,yes,0,graduate,yes,5503.0,4490.0,70.0,360.0,1.0,semiurban,y
336,lp002110,male,yes,1,graduate,no,5250.0,688.0,160.0,360.0,1.0,rural,y
337,lp002112,male,yes,2,graduate,yes,2500.0,4600.0,176.0,360.0,1.0,rural,y
338,lp002113,female,no,3+,not graduate,no,1830.0,0.0,128.0,360.0,0.0,urban,n
339,lp002114,female,no,0,graduate,no,4160.0,0.0,71.0,360.0,1.0,semiurban,y
340,lp002115,male,yes,3+,not graduate,no,2647.0,1587.0,173.0,360.0,1.0,rural,n
341,lp002116,female,no,0,graduate,no,2378.0,0.0,46.0,360.0,1.0,rural,n
342,lp002119,male,yes,1,not graduate,no,4554.0,1229.0,158.0,360.0,1.0,urban,y
343,lp002126,male,yes,3+,not graduate,no,3173.0,0.0,74.0,360.0,1.0,semiurban,y
344,lp002128,male,yes,2,graduate,no,2583.0,2330.0,125.0,360.0,1.0,rural,y
345,lp002129,male,yes,0,graduate,no,2499.0,2458.0,160.0,360.0,1.0,semiurban,y
346,lp002130,male,yes,0,not graduate,no,3523.0,3230.0,152.0,360.0,0.0,rural,n
347,lp002131,male,yes,2,not graduate,no,3083.0,2168.0,126.0,360.0,1.0,urban,y
348,lp002137,male,yes,0,graduate,no,6333.0,4583.0,259.0,360.0,1.0,semiurban,y
349,lp002138,male,yes,0,graduate,no,2625.0,6250.0,187.0,360.0,1.0,rural,y
350,lp002139,male,yes,0,graduate,no,9083.0,0.0,228.0,360.0,1.0,semiurban,y
351,lp002140,male,no,0,graduate,no,8750.0,4167.0,308.0,360.0,1.0,rural,n
352,lp002141,male,yes,3+,graduate,no,2666.0,2083.0,95.0,360.0,1.0,rural,y
353,lp002142,female,yes,0,graduate,yes,5500.0,0.0,105.0,360.0,0.0,rural,n
354,lp002143,female,yes,0,graduate,no,2423.0,505.0,130.0,360.0,1.0,semiurban,y
355,lp002144,female,no,0,graduate,no,3813.0,0.0,116.0,180.0,1.0,urban,y
356,lp002149,male,yes,2,graduate,no,8333.0,3167.0,165.0,360.0,1.0,rural,y
357,lp002151,male,yes,1,graduate,no,3875.0,0.0,67.0,360.0,1.0,urban,n
358,lp002158,male,yes,0,not graduate,no,3000.0,1666.0,100.0,480.0,0.0,urban,n
359,lp002160,male,yes,3+,graduate,no,5167.0,3167.0,200.0,360.0,1.0,semiurban,y
360,lp002161,female,no,1,graduate,no,4723.0,0.0,81.0,360.0,1.0,semiurban,n
361,lp002170,male,yes,2,graduate,no,5000.0,3667.0,236.0,360.0,1.0,semiurban,y
362,lp002175,male,yes,0,graduate,no,4750.0,2333.0,130.0,360.0,1.0,urban,y
363,lp002178,male,yes,0,graduate,no,3013.0,3033.0,95.0,300.0,1.0,urban,y
364,lp002180,male,no,0,graduate,yes,6822.0,0.0,141.0,360.0,1.0,rural,y
365,lp002181,male,no,0,not graduate,no,6216.0,0.0,133.0,360.0,1.0,rural,n
366,lp002187,male,no,0,graduate,no,2500.0,0.0,96.0,480.0,1.0,semiurban,n
367,lp002188,male,no,0,graduate,no,5124.0,0.0,124.0,360.0,0.0,rural,n
368,lp002190,male,yes,1,graduate,no,6325.0,0.0,175.0,360.0,1.0,semiurban,y
369,lp002191,male,yes,0,graduate,no,19730.0,5266.0,495.87,360.0,1.0,rural,n
370,lp002194,female,no,0,graduate,yes,15759.0,0.0,55.0,360.0,1.0,semiurban,y
371,lp002197,male,yes,2,graduate,no,5185.0,0.0,155.0,360.0,1.0,semiurban,y
372,lp002201,male,yes,2,graduate,yes,9323.0,7873.0,380.0,300.0,1.0,rural,y
373,lp002205,male,no,1,graduate,no,3062.0,1987.0,111.0,180.0,0.0,urban,n
374,lp002209,female,no,0,graduate,no,2764.0,1459.0,110.0,360.0,1.0,urban,y
375,lp002211,male,yes,0,graduate,no,4817.0,923.0,120.0,180.0,1.0,urban,y
376,lp002219,male,yes,3+,graduate,no,8750.0,4996.0,130.0,360.0,1.0,rural,y
377,lp002223,male,yes,0,graduate,no,4310.0,0.0,130.0,360.0,1.0,semiurban,y
378,lp002224,male,no,0,graduate,no,3069.0,0.0,71.0,480.0,1.0,urban,n
379,lp002225,male,yes,2,graduate,no,5391.0,0.0,130.0,360.0,1.0,urban,y
380,lp002226,male,yes,0,graduate,no,3333.0,2500.0,128.0,360.0,1.0,semiurban,y
381,lp002229,male,no,0,graduate,no,5941.0,4232.0,296.0,360.0,1.0,semiurban,y
382,lp002231,female,no,0,graduate,no,6000.0,0.0,156.0,360.0,1.0,urban,y
383,lp002234,male,no,0,graduate,yes,7167.0,0.0,128.0,360.0,1.0,urban,y
384,lp002236,male,yes,2,graduate,no,4566.0,0.0,100.0,360.0,1.0,urban,n
385,lp002237,male,no,1,graduate,no,3667.0,0.0,113.0,180.0,1.0,urban,y
386,lp002239,male,no,0,not graduate,no,2346.0,1600.0,132.0,360.0,1.0,semiurban,y
387,lp002243,male,yes,0,not graduate,no,3010.0,3136.0,128.0,360.0,0.0,urban,n
388,lp002244,male,yes,0,graduate,no,2333.0,2417.0,136.0,360.0,1.0,urban,y
389,lp002250,male,yes,0,graduate,no,5488.0,0.0,125.0,360.0,1.0,rural,y
390,lp002255,male,no,3+,graduate,no,9167.0,0.0,185.0,360.0,1.0,rural,y
391,lp002262,male,yes,3+,graduate,no,9504.0,0.0,275.0,360.0,1.0,rural,y
392,lp002263,male,yes,0,graduate,no,2583.0,2115.0,120.0,360.0,1.0,urban,y
393,lp002265,male,yes,2,not graduate,no,1993.0,1625.0,113.0,180.0,1.0,semiurban,y
394,lp002266,male,yes,2,graduate,no,3100.0,1400.0,113.0,360.0,1.0,urban,y
395,lp002272,male,yes,2,graduate,no,3276.0,484.0,135.0,360.0,1.0,semiurban,y
396,lp002277,female,no,0,graduate,no,3180.0,0.0,71.0,360.0,0.0,urban,n
397,lp002281,male,yes,0,graduate,no,3033.0,1459.0,95.0,360.0,1.0,urban,y
398,lp002284,male,no,0,not graduate,no,3902.0,1666.0,109.0,360.0,1.0,rural,y
399,lp002287,female,no,0,graduate,no,1500.0,1800.0,103.0,360.0,0.0,semiurban,n
400,lp002288,male,yes,2,not graduate,no,2889.0,0.0,45.0,180.0,0.0,urban,n
401,lp002296,male,no,0,not graduate,no,2755.0,0.0,65.0,300.0,1.0,rural,n
402,lp002297,male,no,0,graduate,no,2500.0,8895.890000000003,103.0,360.0,1.0,semiurban,y
403,lp002300,female,no,0,not graduate,no,1963.0,0.0,53.0,360.0,1.0,semiurban,y
404,lp002301,female,no,0,graduate,yes,7441.0,0.0,194.0,360.0,1.0,rural,n
405,lp002305,female,no,0,graduate,no,4547.0,0.0,115.0,360.0,1.0,semiurban,y
406,lp002308,male,yes,0,not graduate,no,2167.0,2400.0,115.0,360.0,1.0,urban,y
407,lp002314,female,no,0,not graduate,no,2213.0,0.0,66.0,360.0,1.0,rural,y
408,lp002315,male,yes,1,graduate,no,8300.0,0.0,152.0,300.0,0.0,semiurban,n
409,lp002317,male,yes,3+,graduate,no,32540.410000000047,0.0,360.0,360.0,0.0,rural,n
410,lp002318,female,no,1,not graduate,yes,3867.0,0.0,62.0,360.0,1.0,semiurban,n
411,lp002319,male,yes,0,graduate,no,6256.0,0.0,160.0,360.0,1.0,urban,y
412,lp002328,male,yes,0,not graduate,no,6096.0,0.0,218.0,360.0,0.0,rural,n
413,lp002332,male,yes,0,not graduate,no,2253.0,2033.0,110.0,360.0,1.0,rural,y
414,lp002335,female,yes,0,not graduate,no,2149.0,3237.0,178.0,360.0,0.0,semiurban,n
415,lp002337,female,no,0,graduate,no,2995.0,0.0,60.0,360.0,1.0,urban,y
416,lp002341,female,no,1,graduate,no,2600.0,0.0,160.0,360.0,1.0,urban,n
417,lp002342,male,yes,2,graduate,yes,1600.0,8895.890000000003,239.0,360.0,1.0,urban,n
418,lp002345,male,yes,0,graduate,no,1025.0,2773.0,112.0,360.0,1.0,rural,y
419,lp002347,male,yes,0,graduate,no,3246.0,1417.0,138.0,360.0,1.0,semiurban,y
420,lp002348,male,yes,0,graduate,no,5829.0,0.0,138.0,360.0,1.0,rural,y
421,lp002357,female,no,0,not graduate,no,2720.0,0.0,80.0,360.0,0.0,urban,n
422,lp002361,male,yes,0,graduate,no,1820.0,1719.0,100.0,360.0,1.0,urban,y
423,lp002362,male,yes,1,graduate,no,7250.0,1667.0,110.0,360.0,0.0,urban,n
424,lp002364,male,yes,0,graduate,no,14880.0,0.0,96.0,360.0,1.0,semiurban,y
425,lp002366,male,yes,0,graduate,no,2666.0,4300.0,121.0,360.0,1.0,rural,y
426,lp002367,female,no,1,not graduate,no,4606.0,0.0,81.0,360.0,1.0,rural,n
427,lp002368,male,yes,2,graduate,no,5935.0,0.0,133.0,360.0,1.0,semiurban,y
428,lp002369,male,yes,0,graduate,no,2920.0,16.12000084,87.0,360.0,1.0,rural,y
429,lp002370,male,no,0,not graduate,no,2717.0,0.0,60.0,180.0,1.0,urban,y
430,lp002377,female,no,1,graduate,yes,8624.0,0.0,150.0,360.0,1.0,semiurban,y
431,lp002379,male,no,0,graduate,no,6500.0,0.0,105.0,360.0,0.0,rural,n
432,lp002386,male,no,0,graduate,no,12876.0,0.0,405.0,360.0,1.0,semiurban,y
433,lp002387,male,yes,0,graduate,no,2425.0,2340.0,143.0,360.0,1.0,semiurban,y
434,lp002390,male,no,0,graduate,no,3750.0,0.0,100.0,360.0,1.0,urban,y
435,lp002393,female,yes,0,graduate,no,10047.0,0.0,128.0,240.0,1.0,semiurban,y
436,lp002398,male,no,0,graduate,no,1926.0,1851.0,50.0,360.0,1.0,semiurban,y
437,lp002401,male,yes,0,graduate,no,2213.0,1125.0,128.0,360.0,1.0,urban,y
438,lp002403,male,no,0,graduate,yes,10416.0,0.0,187.0,360.0,0.0,urban,n
439,lp002407,female,yes,0,not graduate,yes,7142.0,0.0,138.0,360.0,1.0,rural,y
440,lp002408,male,no,0,graduate,no,3660.0,5064.0,187.0,360.0,1.0,semiurban,y
441,lp002409,male,yes,0,graduate,no,7901.0,1833.0,180.0,360.0,1.0,rural,y
442,lp002418,male,no,3+,not graduate,no,4707.0,1993.0,148.0,360.0,1.0,semiurban,y
443,lp002422,male,no,1,graduate,no,32540.410000000047,0.0,152.0,360.0,1.0,semiurban,y
444,lp002424,male,yes,0,graduate,no,7333.0,8333.0,175.0,300.0,1.0,rural,y
445,lp002429,male,yes,1,graduate,yes,3466.0,1210.0,130.0,360.0,1.0,rural,y
446,lp002434,male,yes,2,not graduate,no,4652.0,0.0,110.0,360.0,1.0,rural,y
447,lp002435,male,yes,0,graduate,no,3539.0,1376.0,55.0,360.0,1.0,rural,n
448,lp002443,male,yes,2,graduate,no,3340.0,1710.0,150.0,360.0,0.0,rural,n
449,lp002444,male,no,1,not graduate,yes,2769.0,1542.0,190.0,360.0,1.0,semiurban,n
450,lp002446,male,yes,2,not graduate,no,2309.0,1255.0,125.0,360.0,0.0,rural,n
451,lp002447,male,yes,2,not graduate,no,1958.0,1456.0,60.0,300.0,1.0,urban,y
452,lp002448,male,yes,0,graduate,no,3948.0,1733.0,149.0,360.0,0.0,rural,n
453,lp002449,male,yes,0,graduate,no,2483.0,2466.0,90.0,180.0,0.0,rural,y
454,lp002453,male,no,0,graduate,yes,7085.0,0.0,84.0,360.0,1.0,semiurban,y
455,lp002455,male,yes,2,graduate,no,3859.0,0.0,96.0,360.0,1.0,semiurban,y
456,lp002459,male,yes,0,graduate,no,4301.0,0.0,118.0,360.0,1.0,urban,y
457,lp002467,male,yes,0,graduate,no,3708.0,2569.0,173.0,360.0,1.0,urban,n
458,lp002472,male,no,2,graduate,no,4354.0,0.0,136.0,360.0,1.0,rural,y
459,lp002473,male,yes,0,graduate,no,8334.0,0.0,160.0,360.0,1.0,semiurban,n
460,lp002478,male,yes,0,graduate,yes,2083.0,4083.0,160.0,360.0,1.0,semiurban,y
461,lp002484,male,yes,3+,graduate,no,7740.0,0.0,128.0,180.0,1.0,urban,y
462,lp002487,male,yes,0,graduate,no,3015.0,2188.0,153.0,360.0,1.0,rural,y
463,lp002489,female,no,1,not graduate,no,5191.0,0.0,132.0,360.0,1.0,semiurban,y
464,lp002493,male,no,0,graduate,no,4166.0,0.0,98.0,360.0,0.0,semiurban,n
465,lp002494,male,no,0,graduate,no,6000.0,0.0,140.0,360.0,1.0,rural,y
466,lp002500,male,yes,3+,not graduate,no,2947.0,1664.0,70.0,180.0,0.0,urban,n
467,lp002501,male,yes,0,graduate,no,16692.0,0.0,110.0,360.0,1.0,semiurban,y
468,lp002502,female,yes,2,not graduate,no,210.0,2917.0,98.0,360.0,1.0,semiurban,y
469,lp002505,male,yes,0,graduate,no,4333.0,2451.0,110.0,360.0,1.0,urban,n
470,lp002515,male,yes,1,graduate,yes,3450.0,2079.0,162.0,360.0,1.0,semiurban,y
471,lp002517,male,yes,1,not graduate,no,2653.0,1500.0,113.0,180.0,0.0,rural,n
472,lp002519,male,yes,3+,graduate,no,4691.0,0.0,100.0,360.0,1.0,semiurban,y
473,lp002522,female,no,0,graduate,yes,2500.0,0.0,93.0,360.0,1.0,urban,y
474,lp002524,male,no,2,graduate,no,5532.0,4648.0,162.0,360.0,1.0,rural,y
475,lp002527,male,yes,2,graduate,yes,16525.0,1014.0,150.0,360.0,1.0,rural,y
476,lp002529,male,yes,2,graduate,no,6700.0,1750.0,230.0,300.0,1.0,semiurban,y
477,lp002530,male,yes,2,graduate,no,2873.0,1872.0,132.0,360.0,0.0,semiurban,n
478,lp002531,male,yes,1,graduate,yes,16667.0,2250.0,86.0,360.0,1.0,semiurban,y
479,lp002533,male,yes,2,graduate,no,2947.0,1603.0,128.0,360.0,1.0,urban,n
480,lp002534,female,no,0,not graduate,no,4350.0,0.0,154.0,360.0,1.0,rural,y
481,lp002536,male,yes,3+,not graduate,no,3095.0,0.0,113.0,360.0,1.0,rural,y
482,lp002537,male,yes,0,graduate,no,2083.0,3150.0,128.0,360.0,1.0,semiurban,y
483,lp002541,male,yes,0,graduate,no,10833.0,0.0,234.0,360.0,1.0,semiurban,y
484,lp002543,male,yes,2,graduate,no,8333.0,0.0,246.0,360.0,1.0,semiurban,y
485,lp002544,male,yes,1,not graduate,no,1958.0,2436.0,131.0,360.0,1.0,rural,y
486,lp002545,male,no,2,graduate,no,3547.0,0.0,80.0,360.0,0.0,rural,n
487,lp002547,male,yes,1,graduate,no,18333.0,0.0,495.87,360.0,1.0,urban,n
488,lp002555,male,yes,2,graduate,yes,4583.0,2083.0,160.0,360.0,1.0,semiurban,y
489,lp002556,male,no,0,graduate,no,2435.0,0.0,75.0,360.0,1.0,urban,n
490,lp002560,male,no,0,not graduate,no,2699.0,2785.0,96.0,360.0,1.0,semiurban,y
491,lp002562,male,yes,1,not graduate,no,5333.0,1131.0,186.0,360.0,1.0,urban,y
492,lp002571,male,no,0,not graduate,no,3691.0,0.0,110.0,360.0,1.0,rural,y
493,lp002582,female,no,0,not graduate,yes,17263.0,0.0,225.0,360.0,1.0,semiurban,y
494,lp002585,male,yes,0,graduate,no,3597.0,2157.0,119.0,360.0,0.0,rural,n
495,lp002586,female,yes,1,graduate,no,3326.0,913.0,105.0,84.0,1.0,semiurban,y
496,lp002587,male,yes,0,not graduate,no,2600.0,1700.0,107.0,360.0,1.0,rural,y
497,lp002588,male,yes,0,graduate,no,4625.0,2857.0,111.0,12.0,1.0,urban,y
498,lp002600,male,yes,1,graduate,yes,2895.0,0.0,95.0,360.0,1.0,semiurban,y
499,lp002602,male,no,0,graduate,no,6283.0,4416.0,209.0,360.0,0.0,rural,n
500,lp002603,female,no,0,graduate,no,645.0,3683.0,113.0,480.0,1.0,rural,y
501,lp002606,female,no,0,graduate,no,3159.0,0.0,100.0,360.0,1.0,semiurban,y
502,lp002615,male,yes,2,graduate,no,4865.0,5624.0,208.0,360.0,1.0,semiurban,y
503,lp002618,male,yes,1,not graduate,no,4050.0,5302.0,138.0,360.0,1.0,rural,n
504,lp002619,male,yes,0,not graduate,no,3814.0,1483.0,124.0,300.0,1.0,semiurban,y
505,lp002622,male,yes,2,graduate,no,3510.0,4416.0,243.0,360.0,1.0,rural,y
506,lp002624,male,yes,0,graduate,no,20833.0,6667.0,480.0,360.0,1.0,urban,y
507,lp002625,male,no,0,graduate,no,3583.0,0.0,96.0,360.0,1.0,urban,n
508,lp002626,male,yes,0,graduate,yes,2479.0,3013.0,188.0,360.0,1.0,urban,y
509,lp002634,female,no,1,graduate,no,13262.0,0.0,40.0,360.0,1.0,urban,y
510,lp002637,male,no,0,not graduate,no,3598.0,1287.0,100.0,360.0,1.0,rural,n
511,lp002640,male,yes,1,graduate,no,6065.0,2004.0,250.0,360.0,1.0,semiurban,y
512,lp002643,male,yes,2,graduate,no,3283.0,2035.0,148.0,360.0,1.0,urban,y
513,lp002648,male,yes,0,graduate,no,2130.0,6666.0,70.0,180.0,1.0,semiurban,n
514,lp002652,male,no,0,graduate,no,5815.0,3666.0,311.0,360.0,1.0,rural,n
515,lp002659,male,yes,3+,graduate,no,3466.0,3428.0,150.0,360.0,1.0,rural,y
516,lp002670,female,yes,2,graduate,no,2031.0,1632.0,113.0,480.0,1.0,semiurban,y
517,lp002682,male,yes,0,not graduate,no,3074.0,1800.0,123.0,360.0,0.0,semiurban,n
518,lp002683,male,no,0,graduate,no,4683.0,1915.0,185.0,360.0,1.0,semiurban,n
519,lp002684,female,no,0,not graduate,no,3400.0,0.0,95.0,360.0,1.0,rural,n
520,lp002689,male,yes,2,not graduate,no,2192.0,1742.0,45.0,360.0,1.0,semiurban,y
521,lp002690,male,no,0,graduate,no,2500.0,0.0,55.0,360.0,1.0,semiurban,y
522,lp002692,male,yes,3+,graduate,yes,5677.0,1424.0,100.0,360.0,1.0,rural,y
523,lp002693,male,yes,2,graduate,yes,7948.0,7166.0,480.0,360.0,1.0,rural,y
524,lp002697,male,no,0,graduate,no,4680.0,2087.0,128.0,360.0,1.0,semiurban,n
525,lp002699,male,yes,2,graduate,yes,17500.0,0.0,400.0,360.0,1.0,rural,y
526,lp002705,male,yes,0,graduate,no,3775.0,0.0,110.0,360.0,1.0,semiurban,y
527,lp002706,male,yes,1,not graduate,no,5285.0,1430.0,161.0,360.0,0.0,semiurban,y
528,lp002714,male,no,1,not graduate,no,2679.0,1302.0,94.0,360.0,1.0,semiurban,y
529,lp002716,male,no,0,not graduate,no,6783.0,0.0,130.0,360.0,1.0,semiurban,y
530,lp002717,male,yes,0,graduate,no,1025.0,5500.0,216.0,360.0,1.0,rural,y
531,lp002720,male,yes,3+,graduate,no,4281.0,0.0,100.0,360.0,1.0,urban,y
532,lp002723,male,no,2,graduate,no,3588.0,0.0,110.0,360.0,0.0,rural,n
533,lp002729,male,no,1,graduate,no,11250.0,0.0,196.0,360.0,1.0,semiurban,n
534,lp002731,female,no,0,not graduate,yes,18165.0,0.0,125.0,360.0,1.0,urban,y
535,lp002732,male,no,0,not graduate,no,2550.0,2042.0,126.0,360.0,1.0,rural,y
536,lp002734,male,yes,0,graduate,no,6133.0,3906.0,324.0,360.0,1.0,urban,y
537,lp002738,male,no,2,graduate,no,3617.0,0.0,107.0,360.0,1.0,semiurban,y
538,lp002739,male,yes,0,not graduate,no,2917.0,536.0,66.0,360.0,1.0,rural,n
539,lp002740,male,yes,3+,graduate,no,6417.0,0.0,157.0,180.0,1.0,rural,y
540,lp002741,female,yes,1,graduate,no,4608.0,2845.0,140.0,180.0,1.0,semiurban,y
541,lp002743,female,no,0,graduate,no,2138.0,0.0,99.0,360.0,0.0,semiurban,n
542,lp002753,female,no,1,graduate,no,3652.0,0.0,95.0,360.0,1.0,semiurban,y
543,lp002755,male,yes,1,not graduate,no,2239.0,2524.0,128.0,360.0,1.0,urban,y
544,lp002757,female,yes,0,not graduate,no,3017.0,663.0,102.0,360.0,1.0,semiurban,y
545,lp002767,male,yes,0,graduate,no,2768.0,1950.0,155.0,360.0,1.0,rural,y
546,lp002768,male,no,0,not graduate,no,3358.0,0.0,80.0,36.0,1.0,semiurban,n
547,lp002772,male,no,0,graduate,no,2526.0,1783.0,145.0,360.0,1.0,rural,y
548,lp002776,female,no,0,graduate,no,5000.0,0.0,103.0,360.0,0.0,semiurban,n
549,lp002777,male,yes,0,graduate,no,2785.0,2016.0,110.0,360.0,1.0,rural,y
550,lp002778,male,yes,2,graduate,yes,6633.0,0.0,128.0,360.0,0.0,rural,n
551,lp002784,male,yes,1,not graduate,no,2492.0,2375.0,128.0,360.0,1.0,rural,y
552,lp002785,male,yes,1,graduate,no,3333.0,3250.0,158.0,360.0,1.0,urban,y
553,lp002788,male,yes,0,not graduate,no,2454.0,2333.0,181.0,360.0,0.0,urban,n
554,lp002789,male,yes,0,graduate,no,3593.0,4266.0,132.0,180.0,0.0,rural,n
555,lp002792,male,yes,1,graduate,no,5468.0,1032.0,26.0,360.0,1.0,semiurban,y
556,lp002794,female,no,0,graduate,no,2667.0,1625.0,84.0,360.0,1.0,urban,y
557,lp002795,male,yes,3+,graduate,yes,10139.0,0.0,260.0,360.0,1.0,semiurban,y
558,lp002798,male,yes,0,graduate,no,3887.0,2669.0,162.0,360.0,1.0,semiurban,y
559,lp002804,female,yes,0,graduate,no,4180.0,2306.0,182.0,360.0,1.0,semiurban,y
560,lp002807,male,yes,2,not graduate,no,3675.0,242.0,108.0,360.0,1.0,semiurban,y
561,lp002813,female,yes,1,graduate,yes,19484.0,0.0,495.87,360.0,1.0,semiurban,y
562,lp002820,male,yes,0,graduate,no,5923.0,2054.0,211.0,360.0,1.0,rural,y
563,lp002821,male,no,0,not graduate,yes,5800.0,0.0,132.0,360.0,1.0,semiurban,y
564,lp002832,male,yes,2,graduate,no,8799.0,0.0,258.0,360.0,0.0,urban,n
565,lp002833,male,yes,0,not graduate,no,4467.0,0.0,120.0,360.0,1.0,rural,y
566,lp002836,male,no,0,graduate,no,3333.0,0.0,70.0,360.0,1.0,urban,y
567,lp002837,male,yes,3+,graduate,no,3400.0,2500.0,123.0,360.0,0.0,rural,n
568,lp002840,female,no,0,graduate,no,2378.0,0.0,9.0,360.0,1.0,urban,n
569,lp002841,male,yes,0,graduate,no,3166.0,2064.0,104.0,360.0,0.0,urban,n
570,lp002842,male,yes,1,graduate,no,3417.0,1750.0,186.0,360.0,1.0,urban,y
571,lp002847,male,yes,0,graduate,no,5116.0,1451.0,165.0,360.0,0.0,urban,n
572,lp002855,male,yes,2,graduate,no,16666.0,0.0,275.0,360.0,1.0,urban,y
573,lp002862,male,yes,2,not graduate,no,6125.0,1625.0,187.0,480.0,1.0,semiurban,n
574,lp002863,male,yes,3+,graduate,no,6406.0,0.0,150.0,360.0,1.0,semiurban,n
575,lp002868,male,yes,2,graduate,no,3159.0,461.0,108.0,84.0,1.0,urban,y
576,lp002872,male,yes,0,graduate,no,3087.0,2210.0,136.0,360.0,0.0,semiurban,n
577,lp002874,male,no,0,graduate,no,3229.0,2739.0,110.0,360.0,1.0,urban,y
578,lp002877,male,yes,1,graduate,no,1782.0,2232.0,107.0,360.0,1.0,rural,y
579,lp002888,male,no,0,graduate,no,3182.0,2917.0,161.0,360.0,1.0,urban,y
580,lp002892,male,yes,2,graduate,no,6540.0,0.0,205.0,360.0,1.0,semiurban,y
581,lp002893,male,no,0,graduate,no,1836.0,8895.890000000003,90.0,360.0,1.0,urban,n
582,lp002894,female,yes,0,graduate,no,3166.0,0.0,36.0,360.0,1.0,semiurban,y
583,lp002898,male,yes,1,graduate,no,1880.0,0.0,61.0,360.0,1.0,rural,n
